date,state,holiday
2018-12-22,Bayern,Weihnachten
2018-12-23,Bayern,Weihnachten
2018-12-24,Bayern,Weihnachten
2018-12-25,Bayern,Weihnachten
2018-12-26,Bayern,Weihnachten
2018-12-27,Bayern,Weihnachten
2018-12-28,Bayern,Weihnachten
2018-12-29,Bayern,Weihnachten
2018-12-30,Bayern,Weihnachten
2018-12-31,Bayern,Weihnachten
2019-01-01,Bayern,Weihnachten
2019-01-02,Bayern,Weihnachten
2019-01-03,Bayern,Weihnachten
2019-01-04,Bayern,Weihnachten
2019-01-05,Bayern,Weihnachten
2019-03-04,Bayern,Ostern/Frühjahr
2019-03-05,Bayern,Ostern/Frühjahr
2019-03-06,Bayern,Ostern/Frühjahr
2019-03-07,Bayern,Ostern/Frühjahr
2019-03-08,Bayern,Ostern/Frühjahr
2019-04-15,Bayern,Ostern/Frühjahr
2019-04-16,Bayern,Ostern/Frühjahr
2019-04-17,Bayern,Ostern/Frühjahr
2019-04-18,Bayern,Ostern/Frühjahr
2019-04-19,Bayern,Ostern/Frühjahr
2019-04-20,Bayern,Ostern/Frühjahr
2019-04-21,Bayern,Ostern/Frühjahr
2019-04-22,Bayern,Ostern/Frühjahr
2019-04-23,Bayern,Ostern/Frühjahr
2019-04-24,Bayern,Ostern/Frühjahr
2019-04-25,Bayern,Ostern/Frühjahr
2019-04-26,Bayern,Ostern/Frühjahr
2019-04-27,Bayern,Ostern/Frühjahr
2019-06-11,Bayern,Himmelfahrt/Pfingsten
2019-06-12,Bayern,Himmelfahrt/Pfingsten
2019-06-13,Bayern,Himmelfahrt/Pfingsten
2019-06-14,Bayern,Himmelfahrt/Pfingsten
2019-06-15,Bayern,Himmelfahrt/Pfingsten
2019-06-16,Bayern,Himmelfahrt/Pfingsten
2019-06-17,Bayern,Himmelfahrt/Pfingsten
2019-06-18,Bayern,Himmelfahrt/Pfingsten
2019-06-19,Bayern,Himmelfahrt/Pfingsten
2019-06-20,Bayern,Himmelfahrt/Pfingsten
2019-06-21,Bayern,Himmelfahrt/Pfingsten
2018-10-22,Berlin,Herbst
2018-10-23,Berlin,Herbst
2018-10-24,Berlin,Herbst
2018-10-25,Berlin,Herbst
2018-10-26,Berlin,Herbst
2018-10-27,Berlin,Herbst
2018-10-28,Berlin,Herbst
2018-10-29,Berlin,Herbst
2018-10-30,Berlin,Herbst
2018-10-31,Berlin,Herbst
2018-11-01,Berlin,Herbst
2018-11-02,Berlin,Herbst
2018-12-22,Berlin,Weihnachten
2018-12-23,Berlin,Weihnachten
2018-12-24,Berlin,Weihnachten
2018-12-25,Berlin,Weihnachten
2018-12-26,Berlin,Weihnachten
2018-12-27,Berlin,Weihnachten
2018-12-28,Berlin,Weihnachten
2018-12-29,Berlin,Weihnachten
2018-12-30,Berlin,Weihnachten
2018-12-31,Berlin,Weihnachten
2019-01-01,Berlin,Weihnachten
2019-01-02,Berlin,Weihnachten
2019-01-03,Berlin,Weihnachten
2019-01-04,Berlin,Weihnachten
2019-01-05,Berlin,Weihnachten
2019-02-04,Berlin,Winter
2019-02-05,Berlin,Winter
2019-02-06,Berlin,Winter
2019-02-07,Berlin,Winter
2019-02-08,Berlin,Winter
2019-02-09,Berlin,Winter
2019-04-15,Berlin,Ostern/Frühjahr
2019-04-16,Berlin,Ostern/Frühjahr
2019-04-17,Berlin,Ostern/Frühjahr
2019-04-18,Berlin,Ostern/Frühjahr
2019-04-19,Berlin,Ostern/Frühjahr
2019-04-20,Berlin,Ostern/Frühjahr
2019-04-21,Berlin,Ostern/Frühjahr
2019-04-22,Berlin,Ostern/Frühjahr
2019-04-23,Berlin,Ostern/Frühjahr
2019-04-24,Berlin,Ostern/Frühjahr
2019-04-25,Berlin,Ostern/Frühjahr
2019-04-26,Berlin,Ostern/Frühjahr
2019-05-31,Berlin,Himmelfahrt/Pfingsten
2019-06-11,Berlin,Himmelfahrt/Pfingsten
2018-10-22,Brandenburg,Herbst
2018-10-23,Brandenburg,Herbst
2018-10-24,Brandenburg,Herbst
2018-10-25,Brandenburg,Herbst
2018-10-26,Brandenburg,Herbst
2018-10-27,Brandenburg,Herbst
2018-10-28,Brandenburg,Herbst
2018-10-29,Brandenburg,Herbst
2018-10-30,Brandenburg,Herbst
2018-10-31,Brandenburg,Herbst
2018-11-01,Brandenburg,Herbst
2018-11-02,Brandenburg,Herbst
2018-12-22,Brandenburg,Weihnachten
2018-12-23,Brandenburg,Weihnachten
2018-12-24,Brandenburg,Weihnachten
2018-12-25,Brandenburg,Weihnachten
2018-12-26,Brandenburg,Weihnachten
2018-12-27,Brandenburg,Weihnachten
2018-12-28,Brandenburg,Weihnachten
2018-12-29,Brandenburg,Weihnachten
2018-12-30,Brandenburg,Weihnachten
2018-12-31,Brandenburg,Weihnachten
2019-01-01,Brandenburg,Weihnachten
2019-01-02,Brandenburg,Weihnachten
2019-01-03,Brandenburg,Weihnachten
2019-01-04,Brandenburg,Weihnachten
2019-01-05,Brandenburg,Weihnachten
2019-02-04,Brandenburg,Winter
2019-02-05,Brandenburg,Winter
2019-02-06,Brandenburg,Winter
2019-02-07,Brandenburg,Winter
2019-02-08,Brandenburg,Winter
2019-02-09,Brandenburg,Winter
2019-04-15,Brandenburg,Ostern/Frühjahr
2019-04-16,Brandenburg,Ostern/Frühjahr
2019-04-17,Brandenburg,Ostern/Frühjahr
2019-04-18,Brandenburg,Ostern/Frühjahr
2019-04-19,Brandenburg,Ostern/Frühjahr
2019-04-20,Brandenburg,Ostern/Frühjahr
2019-04-21,Brandenburg,Ostern/Frühjahr
2019-04-22,Brandenburg,Ostern/Frühjahr
2019-04-23,Brandenburg,Ostern/Frühjahr
2019-04-24,Brandenburg,Ostern/Frühjahr
2019-04-25,Brandenburg,Ostern/Frühjahr
2019-04-26,Brandenburg,Ostern/Frühjahr
2018-10-01,Bremen,Herbst
2018-10-02,Bremen,Herbst
2018-10-03,Bremen,Herbst
2018-10-04,Bremen,Herbst
2018-10-05,Bremen,Herbst
2018-10-06,Bremen,Herbst
2018-10-07,Bremen,Herbst
2018-10-08,Bremen,Herbst
2018-10-09,Bremen,Herbst
2018-10-10,Bremen,Herbst
2018-10-11,Bremen,Herbst
2018-10-12,Bremen,Herbst
2018-10-13,Bremen,Herbst
2018-12-24,Bremen,Weihnachten
2018-12-25,Bremen,Weihnachten
2018-12-26,Bremen,Weihnachten
2018-12-27,Bremen,Weihnachten
2018-12-28,Bremen,Weihnachten
2018-12-29,Bremen,Weihnachten
2018-12-30,Bremen,Weihnachten
2018-12-31,Bremen,Weihnachten
2019-01-01,Bremen,Weihnachten
2019-01-02,Bremen,Weihnachten
2019-01-03,Bremen,Weihnachten
2019-01-04,Bremen,Weihnachten
2019-01-31,Bremen,Winter
2019-02-01,Bremen,Winter
2019-04-06,Bremen,Ostern/Frühjahr
2019-04-07,Bremen,Ostern/Frühjahr
2019-04-08,Bremen,Ostern/Frühjahr
2019-04-09,Bremen,Ostern/Frühjahr
2019-04-10,Bremen,Ostern/Frühjahr
2019-04-11,Bremen,Ostern/Frühjahr
2019-04-12,Bremen,Ostern/Frühjahr
2019-04-13,Bremen,Ostern/Frühjahr
2019-04-14,Bremen,Ostern/Frühjahr
2019-04-15,Bremen,Ostern/Frühjahr
2019-04-16,Bremen,Ostern/Frühjahr
2019-04-17,Bremen,Ostern/Frühjahr
2019-04-18,Bremen,Ostern/Frühjahr
2019-04-19,Bremen,Ostern/Frühjahr
2019-04-20,Bremen,Ostern/Frühjahr
2019-04-21,Bremen,Ostern/Frühjahr
2019-04-22,Bremen,Ostern/Frühjahr
2019-04-23,Bremen,Ostern/Frühjahr
2019-05-31,Bremen,Himmelfahrt/Pfingsten
2019-06-11,Bremen,Himmelfahrt/Pfingsten
2018-10-01,Hamburg,Herbst
2018-10-02,Hamburg,Herbst
2018-10-03,Hamburg,Herbst
2018-10-04,Hamburg,Herbst
2018-10-05,Hamburg,Herbst
2018-10-06,Hamburg,Herbst
2018-10-07,Hamburg,Herbst
2018-10-08,Hamburg,Herbst
2018-10-09,Hamburg,Herbst
2018-10-10,Hamburg,Herbst
2018-10-11,Hamburg,Herbst
2018-10-12,Hamburg,Herbst
2018-12-20,Hamburg,Weihnachten
2018-12-21,Hamburg,Weihnachten
2018-12-22,Hamburg,Weihnachten
2018-12-23,Hamburg,Weihnachten
2018-12-24,Hamburg,Weihnachten
2018-12-25,Hamburg,Weihnachten
2018-12-26,Hamburg,Weihnachten
2018-12-27,Hamburg,Weihnachten
2018-12-28,Hamburg,Weihnachten
2018-12-29,Hamburg,Weihnachten
2018-12-30,Hamburg,Weihnachten
2018-12-31,Hamburg,Weihnachten
2019-01-01,Hamburg,Weihnachten
2019-01-02,Hamburg,Weihnachten
2019-01-03,Hamburg,Weihnachten
2019-01-04,Hamburg,Weihnachten
2019-02-01,Hamburg,Winter
2019-03-04,Hamburg,Ostern/Frühjahr
2019-03-05,Hamburg,Ostern/Frühjahr
2019-03-06,Hamburg,Ostern/Frühjahr
2019-03-07,Hamburg,Ostern/Frühjahr
2019-03-08,Hamburg,Ostern/Frühjahr
2019-03-09,Hamburg,Ostern/Frühjahr
2019-03-10,Hamburg,Ostern/Frühjahr
2019-03-11,Hamburg,Ostern/Frühjahr
2019-03-12,Hamburg,Ostern/Frühjahr
2019-03-13,Hamburg,Ostern/Frühjahr
2019-03-14,Hamburg,Ostern/Frühjahr
2019-03-15,Hamburg,Ostern/Frühjahr
2019-05-13,Hamburg,Himmelfahrt/Pfingsten
2019-05-14,Hamburg,Himmelfahrt/Pfingsten
2019-05-15,Hamburg,Himmelfahrt/Pfingsten
2019-05-16,Hamburg,Himmelfahrt/Pfingsten
2019-05-17,Hamburg,Himmelfahrt/Pfingsten
2019-05-31,Hamburg,Himmelfahrt/Pfingsten
2018-10-01,Hessen,Herbst
2018-10-02,Hessen,Herbst
2018-10-03,Hessen,Herbst
2018-10-04,Hessen,Herbst
2018-10-05,Hessen,Herbst
2018-10-06,Hessen,Herbst
2018-10-07,Hessen,Herbst
2018-10-08,Hessen,Herbst
2018-10-09,Hessen,Herbst
2018-10-10,Hessen,Herbst
2018-10-11,Hessen,Herbst
2018-10-12,Hessen,Herbst
2018-10-13,Hessen,Herbst
2018-12-24,Hessen,Weihnachten
2018-12-25,Hessen,Weihnachten
2018-12-26,Hessen,Weihnachten
2018-12-27,Hessen,Weihnachten
2018-12-28,Hessen,Weihnachten
2018-12-29,Hessen,Weihnachten
2018-12-30,Hessen,Weihnachten
2018-12-31,Hessen,Weihnachten
2019-01-01,Hessen,Weihnachten
2019-01-02,Hessen,Weihnachten
2019-01-03,Hessen,Weihnachten
2019-01-04,Hessen,Weihnachten
2019-01-05,Hessen,Weihnachten
2019-01-06,Hessen,Weihnachten
2019-01-07,Hessen,Weihnachten
2019-01-08,Hessen,Weihnachten
2019-01-09,Hessen,Weihnachten
2019-01-10,Hessen,Weihnachten
2019-01-11,Hessen,Weihnachten
2019-01-12,Hessen,Weihnachten
2019-04-15,Hessen,Ostern/Frühjahr
2019-04-16,Hessen,Ostern/Frühjahr
2019-04-17,Hessen,Ostern/Frühjahr
2019-04-18,Hessen,Ostern/Frühjahr
2019-04-19,Hessen,Ostern/Frühjahr
2019-04-20,Hessen,Ostern/Frühjahr
2019-04-21,Hessen,Ostern/Frühjahr
2019-04-22,Hessen,Ostern/Frühjahr
2019-04-23,Hessen,Ostern/Frühjahr
2019-04-24,Hessen,Ostern/Frühjahr
2019-04-25,Hessen,Ostern/Frühjahr
2019-04-26,Hessen,Ostern/Frühjahr
2019-04-27,Hessen,Ostern/Frühjahr
2018-10-08,Mecklenburg-Vorpommern,Herbst
2018-10-09,Mecklenburg-Vorpommern,Herbst
2018-10-10,Mecklenburg-Vorpommern,Herbst
2018-10-11,Mecklenburg-Vorpommern,Herbst
2018-10-12,Mecklenburg-Vorpommern,Herbst
2018-10-13,Mecklenburg-Vorpommern,Herbst
2018-11-01,Mecklenburg-Vorpommern,Herbst
2018-11-02,Mecklenburg-Vorpommern,Herbst
2018-12-24,Mecklenburg-Vorpommern,Weihnachten
2018-12-25,Mecklenburg-Vorpommern,Weihnachten
2018-12-26,Mecklenburg-Vorpommern,Weihnachten
2018-12-27,Mecklenburg-Vorpommern,Weihnachten
2018-12-28,Mecklenburg-Vorpommern,Weihnachten
2018-12-29,Mecklenburg-Vorpommern,Weihnachten
2018-12-30,Mecklenburg-Vorpommern,Weihnachten
2018-12-31,Mecklenburg-Vorpommern,Weihnachten
2019-01-01,Mecklenburg-Vorpommern,Weihnachten
2019-01-02,Mecklenburg-Vorpommern,Weihnachten
2019-01-03,Mecklenburg-Vorpommern,Weihnachten
2019-01-04,Mecklenburg-Vorpommern,Weihnachten
2019-01-05,Mecklenburg-Vorpommern,Weihnachten
2019-02-04,Mecklenburg-Vorpommern,Winter
2019-02-05,Mecklenburg-Vorpommern,Winter
2019-02-06,Mecklenburg-Vorpommern,Winter
2019-02-07,Mecklenburg-Vorpommern,Winter
2019-02-08,Mecklenburg-Vorpommern,Winter
2019-02-09,Mecklenburg-Vorpommern,Winter
2019-02-10,Mecklenburg-Vorpommern,Winter
2019-02-11,Mecklenburg-Vorpommern,Winter
2019-02-12,Mecklenburg-Vorpommern,Winter
2019-02-13,Mecklenburg-Vorpommern,Winter
2019-02-14,Mecklenburg-Vorpommern,Winter
2019-02-15,Mecklenburg-Vorpommern,Winter
2019-04-15,Mecklenburg-Vorpommern,Ostern/Frühjahr
2019-04-16,Mecklenburg-Vorpommern,Ostern/Frühjahr
2019-04-17,Mecklenburg-Vorpommern,Ostern/Frühjahr
2019-04-18,Mecklenburg-Vorpommern,Ostern/Frühjahr
2019-04-19,Mecklenburg-Vorpommern,Ostern/Frühjahr
2019-04-20,Mecklenburg-Vorpommern,Ostern/Frühjahr
2019-04-21,Mecklenburg-Vorpommern,Ostern/Frühjahr
2019-04-22,Mecklenburg-Vorpommern,Ostern/Frühjahr
2019-04-23,Mecklenburg-Vorpommern,Ostern/Frühjahr
2019-04-24,Mecklenburg-Vorpommern,Ostern/Frühjahr
2019-05-31,Mecklenburg-Vorpommern,Himmelfahrt/Pfingsten
2019-06-07,Mecklenburg-Vorpommern,Himmelfahrt/Pfingsten
2019-06-08,Mecklenburg-Vorpommern,Himmelfahrt/Pfingsten
2019-06-09,Mecklenburg-Vorpommern,Himmelfahrt/Pfingsten
2019-06-10,Mecklenburg-Vorpommern,Himmelfahrt/Pfingsten
2019-06-11,Mecklenburg-Vorpommern,Himmelfahrt/Pfingsten
2018-10-01,Niedersachsen,Herbst
2018-10-02,Niedersachsen,Herbst
2018-10-03,Niedersachsen,Herbst
2018-10-04,Niedersachsen,Herbst
2018-10-05,Niedersachsen,Herbst
2018-10-06,Niedersachsen,Herbst
2018-10-07,Niedersachsen,Herbst
2018-10-08,Niedersachsen,Herbst
2018-10-09,Niedersachsen,Herbst
2018-10-10,Niedersachsen,Herbst
2018-10-11,Niedersachsen,Herbst
2018-10-12,Niedersachsen,Herbst
2018-12-24,Niedersachsen,Weihnachten
2018-12-25,Niedersachsen,Weihnachten
2018-12-26,Niedersachsen,Weihnachten
2018-12-27,Niedersachsen,Weihnachten
2018-12-28,Niedersachsen,Weihnachten
2018-12-29,Niedersachsen,Weihnachten
2018-12-30,Niedersachsen,Weihnachten
2018-12-31,Niedersachsen,Weihnachten
2019-01-01,Niedersachsen,Weihnachten
2019-01-02,Niedersachsen,Weihnachten
2019-01-03,Niedersachsen,Weihnachten
2019-01-04,Niedersachsen,Weihnachten
2019-01-31,Niedersachsen,Winter
2019-02-01,Niedersachsen,Winter
2019-04-08,Niedersachsen,Ostern/Frühjahr
2019-04-09,Niedersachsen,Ostern/Frühjahr
2019-04-10,Niedersachsen,Ostern/Frühjahr
2019-04-11,Niedersachsen,Ostern/Frühjahr
2019-04-12,Niedersachsen,Ostern/Frühjahr
2019-04-13,Niedersachsen,Ostern/Frühjahr
2019-04-14,Niedersachsen,Ostern/Frühjahr
2019-04-15,Niedersachsen,Ostern/Frühjahr
2019-04-16,Niedersachsen,Ostern/Frühjahr
2019-04-17,Niedersachsen,Ostern/Frühjahr
2019-04-18,Niedersachsen,Ostern/Frühjahr
2019-04-19,Niedersachsen,Ostern/Frühjahr
2019-04-20,Niedersachsen,Ostern/Frühjahr
2019-04-21,Niedersachsen,Ostern/Frühjahr
2019-04-22,Niedersachsen,Ostern/Frühjahr
2019-04-23,Niedersachsen,Ostern/Frühjahr
2019-05-31,Niedersachsen,Himmelfahrt/Pfingsten
2019-06-11,Niedersachsen,Himmelfahrt/Pfingsten
2018-10-15,Nordrhein-Westfalen,Herbst
2018-10-16,Nordrhein-Westfalen,Herbst
2018-10-17,Nordrhein-Westfalen,Herbst
2018-10-18,Nordrhein-Westfalen,Herbst
2018-10-19,Nordrhein-Westfalen,Herbst
2018-10-20,Nordrhein-Westfalen,Herbst
2018-10-21,Nordrhein-Westfalen,Herbst
2018-10-22,Nordrhein-Westfalen,Herbst
2018-10-23,Nordrhein-Westfalen,Herbst
2018-10-24,Nordrhein-Westfalen,Herbst
2018-10-25,Nordrhein-Westfalen,Herbst
2018-10-26,Nordrhein-Westfalen,Herbst
2018-10-27,Nordrhein-Westfalen,Herbst
2018-12-21,Nordrhein-Westfalen,Weihnachten
2018-12-22,Nordrhein-Westfalen,Weihnachten
2018-12-23,Nordrhein-Westfalen,Weihnachten
2018-12-24,Nordrhein-Westfalen,Weihnachten
2018-12-25,Nordrhein-Westfalen,Weihnachten
2018-12-26,Nordrhein-Westfalen,Weihnachten
2018-12-27,Nordrhein-Westfalen,Weihnachten
2018-12-28,Nordrhein-Westfalen,Weihnachten
2018-12-29,Nordrhein-Westfalen,Weihnachten
2018-12-30,Nordrhein-Westfalen,Weihnachten
2018-12-31,Nordrhein-Westfalen,Weihnachten
2019-01-01,Nordrhein-Westfalen,Weihnachten
2019-01-02,Nordrhein-Westfalen,Weihnachten
2019-01-03,Nordrhein-Westfalen,Weihnachten
2019-01-04,Nordrhein-Westfalen,Weihnachten
2019-04-15,Nordrhein-Westfalen,Ostern/Frühjahr
2019-04-16,Nordrhein-Westfalen,Ostern/Frühjahr
2019-04-17,Nordrhein-Westfalen,Ostern/Frühjahr
2019-04-18,Nordrhein-Westfalen,Ostern/Frühjahr
2019-04-19,Nordrhein-Westfalen,Ostern/Frühjahr
2019-04-20,Nordrhein-Westfalen,Ostern/Frühjahr
2019-04-21,Nordrhein-Westfalen,Ostern/Frühjahr
2019-04-22,Nordrhein-Westfalen,Ostern/Frühjahr
2019-04-23,Nordrhein-Westfalen,Ostern/Frühjahr
2019-04-24,Nordrhein-Westfalen,Ostern/Frühjahr
2019-04-25,Nordrhein-Westfalen,Ostern/Frühjahr
2019-04-26,Nordrhein-Westfalen,Ostern/Frühjahr
2019-04-27,Nordrhein-Westfalen,Ostern/Frühjahr
2019-06-11,Nordrhein-Westfalen,Himmelfahrt/Pfingsten
2018-10-01,Rheinland-Pfalz,Herbst
2018-10-02,Rheinland-Pfalz,Herbst
2018-10-03,Rheinland-Pfalz,Herbst
2018-10-04,Rheinland-Pfalz,Herbst
2018-10-05,Rheinland-Pfalz,Herbst
2018-10-06,Rheinland-Pfalz,Herbst
2018-10-07,Rheinland-Pfalz,Herbst
2018-10-08,Rheinland-Pfalz,Herbst
2018-10-09,Rheinland-Pfalz,Herbst
2018-10-10,Rheinland-Pfalz,Herbst
2018-10-11,Rheinland-Pfalz,Herbst
2018-10-12,Rheinland-Pfalz,Herbst
2018-12-20,Rheinland-Pfalz,Weihnachten
2018-12-21,Rheinland-Pfalz,Weihnachten
2018-12-22,Rheinland-Pfalz,Weihnachten
2018-12-23,Rheinland-Pfalz,Weihnachten
2018-12-24,Rheinland-Pfalz,Weihnachten
2018-12-25,Rheinland-Pfalz,Weihnachten
2018-12-26,Rheinland-Pfalz,Weihnachten
2018-12-27,Rheinland-Pfalz,Weihnachten
2018-12-28,Rheinland-Pfalz,Weihnachten
2018-12-29,Rheinland-Pfalz,Weihnachten
2018-12-30,Rheinland-Pfalz,Weihnachten
2018-12-31,Rheinland-Pfalz,Weihnachten
2019-01-01,Rheinland-Pfalz,Weihnachten
2019-01-02,Rheinland-Pfalz,Weihnachten
2019-01-03,Rheinland-Pfalz,Weihnachten
2019-01-04,Rheinland-Pfalz,Weihnachten
2019-02-25,Rheinland-Pfalz,Winter
2019-02-26,Rheinland-Pfalz,Winter
2019-02-27,Rheinland-Pfalz,Winter
2019-02-28,Rheinland-Pfalz,Winter
2019-03-01,Rheinland-Pfalz,Winter
2019-04-23,Rheinland-Pfalz,Ostern/Frühjahr
2019-04-24,Rheinland-Pfalz,Ostern/Frühjahr
2019-04-25,Rheinland-Pfalz,Ostern/Frühjahr
2019-04-26,Rheinland-Pfalz,Ostern/Frühjahr
2019-04-27,Rheinland-Pfalz,Ostern/Frühjahr
2019-04-28,Rheinland-Pfalz,Ostern/Frühjahr
2019-04-29,Rheinland-Pfalz,Ostern/Frühjahr
2019-04-30,Rheinland-Pfalz,Ostern/Frühjahr
2018-10-01,Saarland,Herbst
2018-10-02,Saarland,Herbst
2018-10-03,Saarland,Herbst
2018-10-04,Saarland,Herbst
2018-10-05,Saarland,Herbst
2018-10-06,Saarland,Herbst
2018-10-07,Saarland,Herbst
2018-10-08,Saarland,Herbst
2018-10-09,Saarland,Herbst
2018-10-10,Saarland,Herbst
2018-10-11,Saarland,Herbst
2018-10-12,Saarland,Herbst
2018-12-20,Saarland,Weihnachten
2018-12-21,Saarland,Weihnachten
2018-12-22,Saarland,Weihnachten
2018-12-23,Saarland,Weihnachten
2018-12-24,Saarland,Weihnachten
2018-12-25,Saarland,Weihnachten
2018-12-26,Saarland,Weihnachten
2018-12-27,Saarland,Weihnachten
2018-12-28,Saarland,Weihnachten
2018-12-29,Saarland,Weihnachten
2018-12-30,Saarland,Weihnachten
2018-12-31,Saarland,Weihnachten
2019-01-01,Saarland,Weihnachten
2019-01-02,Saarland,Weihnachten
2019-01-03,Saarland,Weihnachten
2019-01-04,Saarland,Weihnachten
2019-02-25,Saarland,Winter
2019-02-26,Saarland,Winter
2019-02-27,Saarland,Winter
2019-02-28,Saarland,Winter
2019-03-01,Saarland,Winter
2019-03-02,Saarland,Winter
2019-03-03,Saarland,Winter
2019-03-04,Saarland,Winter
2019-03-05,Saarland,Winter
2019-04-17,Saarland,Ostern/Frühjahr
2019-04-18,Saarland,Ostern/Frühjahr
2019-04-19,Saarland,Ostern/Frühjahr
2019-04-20,Saarland,Ostern/Frühjahr
2019-04-21,Saarland,Ostern/Frühjahr
2019-04-22,Saarland,Ostern/Frühjahr
2019-04-23,Saarland,Ostern/Frühjahr
2019-04-24,Saarland,Ostern/Frühjahr
2019-04-25,Saarland,Ostern/Frühjahr
2019-04-26,Saarland,Ostern/Frühjahr
2018-10-08,Sachsen,Herbst
2018-10-09,Sachsen,Herbst
2018-10-10,Sachsen,Herbst
2018-10-11,Sachsen,Herbst
2018-10-12,Sachsen,Herbst
2018-10-13,Sachsen,Herbst
2018-10-14,Sachsen,Herbst
2018-10-15,Sachsen,Herbst
2018-10-16,Sachsen,Herbst
2018-10-17,Sachsen,Herbst
2018-10-18,Sachsen,Herbst
2018-10-19,Sachsen,Herbst
2018-10-20,Sachsen,Herbst
2018-12-22,Sachsen,Weihnachten
2018-12-23,Sachsen,Weihnachten
2018-12-24,Sachsen,Weihnachten
2018-12-25,Sachsen,Weihnachten
2018-12-26,Sachsen,Weihnachten
2018-12-27,Sachsen,Weihnachten
2018-12-28,Sachsen,Weihnachten
2018-12-29,Sachsen,Weihnachten
2018-12-30,Sachsen,Weihnachten
2018-12-31,Sachsen,Weihnachten
2019-01-01,Sachsen,Weihnachten
2019-01-02,Sachsen,Weihnachten
2019-01-03,Sachsen,Weihnachten
2019-01-04,Sachsen,Weihnachten
2019-02-18,Sachsen,Winter
2019-02-19,Sachsen,Winter
2019-02-20,Sachsen,Winter
2019-02-21,Sachsen,Winter
2019-02-22,Sachsen,Winter
2019-02-23,Sachsen,Winter
2019-02-24,Sachsen,Winter
2019-02-25,Sachsen,Winter
2019-02-26,Sachsen,Winter
2019-02-27,Sachsen,Winter
2019-02-28,Sachsen,Winter
2019-03-01,Sachsen,Winter
2019-03-02,Sachsen,Winter
2019-04-19,Sachsen,Ostern/Frühjahr
2019-04-20,Sachsen,Ostern/Frühjahr
2019-04-21,Sachsen,Ostern/Frühjahr
2019-04-22,Sachsen,Ostern/Frühjahr
2019-04-23,Sachsen,Ostern/Frühjahr
2019-04-24,Sachsen,Ostern/Frühjahr
2019-04-25,Sachsen,Ostern/Frühjahr
2019-04-26,Sachsen,Ostern/Frühjahr
2019-05-31,Sachsen,Himmelfahrt/Pfingsten
2018-10-01,Sachsen-Anhalt,Herbst
2018-10-02,Sachsen-Anhalt,Herbst
2018-10-03,Sachsen-Anhalt,Herbst
2018-10-04,Sachsen-Anhalt,Herbst
2018-10-05,Sachsen-Anhalt,Herbst
2018-10-06,Sachsen-Anhalt,Herbst
2018-10-07,Sachsen-Anhalt,Herbst
2018-10-08,Sachsen-Anhalt,Herbst
2018-10-09,Sachsen-Anhalt,Herbst
2018-10-10,Sachsen-Anhalt,Herbst
2018-10-11,Sachsen-Anhalt,Herbst
2018-10-12,Sachsen-Anhalt,Herbst
