date,state,holiday
2017-10-30,Baden-Württemberg,Herbst
2017-10-31,Baden-Württemberg,Herbst
2017-11-01,Baden-Württemberg,Herbst
2017-11-02,Baden-Württemberg,Herbst
2017-11-03,Baden-Württemberg,Herbst
2017-12-22,Baden-Württemberg,Weihnachten
2017-12-23,Baden-Württemberg,Weihnachten
2017-12-24,Baden-Württemberg,Weihnachten
2017-12-25,Baden-Württemberg,Weihnachten
2017-12-26,Baden-Württemberg,Weihnachten
2017-12-27,Baden-Württemberg,Weihnachten
2017-12-28,Baden-Württemberg,Weihnachten
2017-12-29,Baden-Württemberg,Weihnachten
2017-12-30,Baden-Württemberg,Weihnachten
2017-12-31,Baden-Württemberg,Weihnachten
2018-01-01,Baden-Württemberg,Weihnachten
2018-01-02,Baden-Württemberg,Weihnachten
2018-01-03,Baden-Württemberg,Weihnachten
2018-01-04,Baden-Württemberg,Weihnachten
2018-01-05,Baden-Württemberg,Weihnachten
2018-03-26,Baden-Württemberg,Ostern/Frühjahr
2018-03-27,Baden-Württemberg,Ostern/Frühjahr
2018-03-28,Baden-Württemberg,Ostern/Frühjahr
2018-03-29,Baden-Württemberg,Ostern/Frühjahr
2018-03-30,Baden-Württemberg,Ostern/Frühjahr
2018-03-31,Baden-Württemberg,Ostern/Frühjahr
2018-04-01,Baden-Württemberg,Ostern/Frühjahr
2018-04-02,Baden-Württemberg,Ostern/Frühjahr
2018-04-03,Baden-Württemberg,Ostern/Frühjahr
2018-04-04,Baden-Württemberg,Ostern/Frühjahr
2018-04-05,Baden-Württemberg,Ostern/Frühjahr
2018-04-06,Baden-Württemberg,Ostern/Frühjahr
2018-05-22,Baden-Württemberg,Himmelfahrt/Pfingsten
2018-05-23,Baden-Württemberg,Himmelfahrt/Pfingsten
2018-05-24,Baden-Württemberg,Himmelfahrt/Pfingsten
2018-05-25,Baden-Württemberg,Himmelfahrt/Pfingsten
2018-05-26,Baden-Württemberg,Himmelfahrt/Pfingsten
2018-05-27,Baden-Württemberg,Himmelfahrt/Pfingsten
2018-05-28,Baden-Württemberg,Himmelfahrt/Pfingsten
2018-05-29,Baden-Württemberg,Himmelfahrt/Pfingsten
2018-05-30,Baden-Württemberg,Himmelfahrt/Pfingsten
2018-05-31,Baden-Württemberg,Himmelfahrt/Pfingsten
2018-06-01,Baden-Württemberg,Himmelfahrt/Pfingsten
2018-06-02,Baden-Württemberg,Himmelfahrt/Pfingsten
2017-10-30,Bayern,Herbst
2017-10-31,Bayern,Herbst
2017-11-01,Bayern,Herbst
2017-11-02,Bayern,Herbst
2017-11-03,Bayern,Herbst
2017-12-23,Bayern,Weihnachten
2017-12-24,Bayern,Weihnachten
2017-12-25,Bayern,Weihnachten
2017-12-26,Bayern,Weihnachten
2017-12-27,Bayern,Weihnachten
2017-12-28,Bayern,Weihnachten
2017-12-29,Bayern,Weihnachten
2017-12-30,Bayern,Weihnachten
2017-12-31,Bayern,Weihnachten
2018-01-01,Bayern,Weihnachten
2018-01-02,Bayern,Weihnachten
2018-01-03,Bayern,Weihnachten
2018-01-04,Bayern,Weihnachten
2018-01-05,Bayern,Weihnachten
2018-02-12,Bayern,Winter
2018-02-13,Bayern,Winter
2018-02-14,Bayern,Winter
2018-02-15,Bayern,Winter
2018-02-16,Bayern,Winter
2018-03-26,Bayern,Ostern/Frühjahr
2018-03-27,Bayern,Ostern/Frühjahr
2018-03-28,Bayern,Ostern/Frühjahr
2018-03-29,Bayern,Ostern/Frühjahr
2018-03-30,Bayern,Ostern/Frühjahr
2018-03-31,Bayern,Ostern/Frühjahr
2018-04-01,Bayern,Ostern/Frühjahr
2018-04-02,Bayern,Ostern/Frühjahr
2018-04-03,Bayern,Ostern/Frühjahr
2018-04-04,Bayern,Ostern/Frühjahr
2018-04-05,Bayern,Ostern/Frühjahr
2018-04-06,Bayern,Ostern/Frühjahr
2018-04-07,Bayern,Ostern/Frühjahr
2018-05-22,Bayern,Himmelfahrt/Pfingsten
2018-05-23,Bayern,Himmelfahrt/Pfingsten
2018-05-24,Bayern,Himmelfahrt/Pfingsten
2018-05-25,Bayern,Himmelfahrt/Pfingsten
2018-05-26,Bayern,Himmelfahrt/Pfingsten
2018-05-27,Bayern,Himmelfahrt/Pfingsten
2018-05-28,Bayern,Himmelfahrt/Pfingsten
2018-05-29,Bayern,Himmelfahrt/Pfingsten
2018-05-30,Bayern,Himmelfahrt/Pfingsten
2018-05-31,Bayern,Himmelfahrt/Pfingsten
2018-06-01,Bayern,Himmelfahrt/Pfingsten
2018-06-02,Bayern,Himmelfahrt/Pfingsten
2017-10-02,Berlin,Herbst
2017-10-23,Berlin,Herbst
2017-10-24,Berlin,Herbst
2017-10-25,Berlin,Herbst
2017-10-26,Berlin,Herbst
2017-10-27,Berlin,Herbst
2017-10-28,Berlin,Herbst
2017-10-29,Berlin,Herbst
2017-10-30,Berlin,Herbst
2017-10-31,Berlin,Herbst
2017-11-01,Berlin,Herbst
2017-11-02,Berlin,Herbst
2017-11-03,Berlin,Herbst
2017-11-04,Berlin,Herbst
2017-12-21,Berlin,Weihnachten
2017-12-22,Berlin,Weihnachten
2017-12-23,Berlin,Weihnachten
2017-12-24,Berlin,Weihnachten
2017-12-25,Berlin,Weihnachten
2017-12-26,Berlin,Weihnachten
2017-12-27,Berlin,Weihnachten
2017-12-28,Berlin,Weihnachten
2017-12-29,Berlin,Weihnachten
2017-12-30,Berlin,Weihnachten
2017-12-31,Berlin,Weihnachten
2018-01-01,Berlin,Weihnachten
2018-01-02,Berlin,Weihnachten
2018-02-05,Berlin,Winter
2018-02-06,Berlin,Winter
2018-02-07,Berlin,Winter
2018-02-08,Berlin,Winter
2018-02-09,Berlin,Winter
2018-02-10,Berlin,Winter
2018-03-26,Berlin,Ostern/Frühjahr
2018-03-27,Berlin,Ostern/Frühjahr
2018-03-28,Berlin,Ostern/Frühjahr
2018-03-29,Berlin,Ostern/Frühjahr
2018-03-30,Berlin,Ostern/Frühjahr
2018-03-31,Berlin,Ostern/Frühjahr
2018-04-01,Berlin,Ostern/Frühjahr
2018-04-02,Berlin,Ostern/Frühjahr
2018-04-03,Berlin,Ostern/Frühjahr
2018-04-04,Berlin,Ostern/Frühjahr
2018-04-05,Berlin,Ostern/Frühjahr
2018-04-06,Berlin,Ostern/Frühjahr
2018-04-30,Berlin,Himmelfahrt/Pfingsten
2018-05-11,Berlin,Himmelfahrt/Pfingsten
2018-05-22,Berlin,Himmelfahrt/Pfingsten
2017-10-23,Brandenburg,Herbst
2017-10-24,Brandenburg,Herbst
2017-10-25,Brandenburg,Herbst
2017-10-26,Brandenburg,Herbst
2017-10-27,Brandenburg,Herbst
2017-10-28,Brandenburg,Herbst
2017-10-29,Brandenburg,Herbst
2017-10-30,Brandenburg,Herbst
2017-10-31,Brandenburg,Herbst
2017-11-01,Brandenburg,Herbst
2017-11-02,Brandenburg,Herbst
2017-11-03,Brandenburg,Herbst
2017-11-04,Brandenburg,Herbst
2017-12-21,Brandenburg,Weihnachten
2017-12-22,Brandenburg,Weihnachten
2017-12-23,Brandenburg,Weihnachten
2017-12-24,Brandenburg,Weihnachten
2017-12-25,Brandenburg,Weihnachten
2017-12-26,Brandenburg,Weihnachten
2017-12-27,Brandenburg,Weihnachten
2017-12-28,Brandenburg,Weihnachten
2017-12-29,Brandenburg,Weihnachten
2017-12-30,Brandenburg,Weihnachten
2017-12-31,Brandenburg,Weihnachten
2018-01-01,Brandenburg,Weihnachten
2018-01-02,Brandenburg,Weihnachten
2018-02-05,Brandenburg,Winter
2018-02-06,Brandenburg,Winter
2018-02-07,Brandenburg,Winter
2018-02-08,Brandenburg,Winter
2018-02-09,Brandenburg,Winter
2018-02-10,Brandenburg,Winter
2018-03-26,Brandenburg,Ostern/Frühjahr
2018-03-27,Brandenburg,Ostern/Frühjahr
2018-03-28,Brandenburg,Ostern/Frühjahr
2018-03-29,Brandenburg,Ostern/Frühjahr
2018-03-30,Brandenburg,Ostern/Frühjahr
2018-03-31,Brandenburg,Ostern/Frühjahr
2018-04-01,Brandenburg,Ostern/Frühjahr
2018-04-02,Brandenburg,Ostern/Frühjahr
2018-04-03,Brandenburg,Ostern/Frühjahr
2018-04-04,Brandenburg,Ostern/Frühjahr
2018-04-05,Brandenburg,Ostern/Frühjahr
2018-04-06,Brandenburg,Ostern/Frühjahr
2017-10-02,Bremen,Herbst
2017-10-03,Bremen,Herbst
2017-10-04,Bremen,Herbst
2017-10-05,Bremen,Herbst
2017-10-06,Bremen,Herbst
2017-10-07,Bremen,Herbst
2017-10-08,Bremen,Herbst
2017-10-09,Bremen,Herbst
2017-10-10,Bremen,Herbst
2017-10-11,Bremen,Herbst
2017-10-12,Bremen,Herbst
2017-10-13,Bremen,Herbst
2017-10-14,Bremen,Herbst
2017-10-30,Bremen,Herbst
2017-12-22,Bremen,Weihnachten
2017-12-23,Bremen,Weihnachten
2017-12-24,Bremen,Weihnachten
2017-12-25,Bremen,Weihnachten
2017-12-26,Bremen,Weihnachten
2017-12-27,Bremen,Weihnachten
2017-12-28,Bremen,Weihnachten
2017-12-29,Bremen,Weihnachten
2017-12-30,Bremen,Weihnachten
2017-12-31,Bremen,Weihnachten
2018-01-01,Bremen,Weihnachten
2018-01-02,Bremen,Weihnachten
2018-01-03,Bremen,Weihnachten
2018-01-04,Bremen,Weihnachten
2018-01-05,Bremen,Weihnachten
2018-01-06,Bremen,Weihnachten
2018-02-01,Bremen,Winter
2018-02-02,Bremen,Winter
2018-03-19,Bremen,Ostern/Frühjahr
2018-03-20,Bremen,Ostern/Frühjahr
2018-03-21,Bremen,Ostern/Frühjahr
2018-03-22,Bremen,Ostern/Frühjahr
2018-03-23,Bremen,Ostern/Frühjahr
2018-03-24,Bremen,Ostern/Frühjahr
2018-03-25,Bremen,Ostern/Frühjahr
2018-03-26,Bremen,Ostern/Frühjahr
2018-03-27,Bremen,Ostern/Frühjahr
2018-03-28,Bremen,Ostern/Frühjahr
2018-03-29,Bremen,Ostern/Frühjahr
2018-03-30,Bremen,Ostern/Frühjahr
2018-03-31,Bremen,Ostern/Frühjahr
2018-04-01,Bremen,Ostern/Frühjahr
2018-04-02,Bremen,Ostern/Frühjahr
2018-04-03,Bremen,Ostern/Frühjahr
2018-04-30,Bremen,Himmelfahrt/Pfingsten
2018-05-11,Bremen,Himmelfahrt/Pfingsten
2018-05-22,Bremen,Himmelfahrt/Pfingsten
2017-10-02,Hamburg,Herbst
2017-10-16,Hamburg,Herbst
2017-10-17,Hamburg,Herbst
2017-10-18,Hamburg,Herbst
2017-10-19,Hamburg,Herbst
2017-10-20,Hamburg,Herbst
2017-10-21,Hamburg,Herbst
2017-10-22,Hamburg,Herbst
2017-10-23,Hamburg,Herbst
2017-10-24,Hamburg,Herbst
2017-10-25,Hamburg,Herbst
2017-10-26,Hamburg,Herbst
2017-10-27,Hamburg,Herbst
2017-12-22,Hamburg,Weihnachten
2017-12-23,Hamburg,Weihnachten
2017-12-24,Hamburg,Weihnachten
2017-12-25,Hamburg,Weihnachten
2017-12-26,Hamburg,Weihnachten
2017-12-27,Hamburg,Weihnachten
2017-12-28,Hamburg,Weihnachten
2017-12-29,Hamburg,Weihnachten
2017-12-30,Hamburg,Weihnachten
2017-12-31,Hamburg,Weihnachten
2018-01-01,Hamburg,Weihnachten
2018-01-02,Hamburg,Weihnachten
2018-01-03,Hamburg,Weihnachten
2018-01-04,Hamburg,Weihnachten
2018-01-05,Hamburg,Weihnachten
2018-02-02,Hamburg,Winter
2018-03-05,Hamburg,Ostern/Frühjahr
2018-03-06,Hamburg,Ostern/Frühjahr
2018-03-07,Hamburg,Ostern/Frühjahr
2018-03-08,Hamburg,Ostern/Frühjahr
2018-03-09,Hamburg,Ostern/Frühjahr
2018-03-10,Hamburg,Ostern/Frühjahr
2018-03-11,Hamburg,Ostern/Frühjahr
2018-03-12,Hamburg,Ostern/Frühjahr
2018-03-13,Hamburg,Ostern/Frühjahr
2018-03-14,Hamburg,Ostern/Frühjahr
2018-03-15,Hamburg,Ostern/Frühjahr
2018-03-16,Hamburg,Ostern/Frühjahr
2018-04-30,Hamburg,Himmelfahrt/Pfingsten
2018-05-07,Hamburg,Himmelfahrt/Pfingsten
2018-05-08,Hamburg,Himmelfahrt/Pfingsten
2018-05-09,Hamburg,Himmelfahrt/Pfingsten
2018-05-10,Hamburg,Himmelfahrt/Pfingsten
2018-05-11,Hamburg,Himmelfahrt/Pfingsten
2017-10-09,Hessen,Herbst
2017-10-10,Hessen,Herbst
2017-10-11,Hessen,Herbst
2017-10-12,Hessen,Herbst
2017-10-13,Hessen,Herbst
2017-10-14,Hessen,Herbst
2017-10-15,Hessen,Herbst
2017-10-16,Hessen,Herbst
2017-10-17,Hessen,Herbst
2017-10-18,Hessen,Herbst
2017-10-19,Hessen,Herbst
2017-10-20,Hessen,Herbst
2017-10-21,Hessen,Herbst
2017-12-24,Hessen,Weihnachten
