state;holiday;startdate;enddate
Mecklenburg-Vorpommern;Winter;2021-02-06;2021-02-18
Mecklenburg-Vorpommern;Winter;2021-02-19;2021-02-19
Mecklenburg-Vorpommern;Ostern/Frühjahr;2021-03-29;2021-04-07
Mecklenburg-Vorpommern;Himmelfahrt/Pfingsten;2021-05-14;2021-05-14
Mecklenburg-Vorpommern;Himmelfahrt/Pfingsten;2021-05-21;2021-05-25
Mecklenburg-Vorpommern;Sommer;2021-06-21;2021-07-31
Niedersachsen;Herbst;2020-10-12;2020-10-23
Niedersachsen;Weihnachten;2020-12-23;2021-01-08
Niedersachsen;Winter;2021-02-01;2021-02-02
Niedersachsen;Ostern/Frühjahr;2021-03-29;2021-04-09
Niedersachsen;Himmelfahrt/Pfingsten;2021-05-14;2021-05-14
Niedersachsen;Himmelfahrt/Pfingsten;2021-05-25;2021-05-25
Niedersachsen;Sommer;2021-07-22;2021-09-01
Nordrhein-Westfalen;Herbst;2020-10-12;2020-10-24
Nordrhein-Westfalen;Weihnachten;2020-12-23;2021-01-06
Nordrhein-Westfalen;Ostern/Frühjahr;2021-03-29;2021-04-10
Nordrhein-Westfalen;Himmelfahrt/Pfingsten;2021-05-25;2021-05-25
Nordrhein-Westfalen;Sommer;2021-07-05;2021-08-17
Rheinland-Pfalz;Herbst;2020-10-12;2020-10-23
Rheinland-Pfalz;Weihnachten;2020-12-21;2020-12-31
Rheinland-Pfalz;Ostern/Frühjahr;2021-03-29;2021-04-06
Rheinland-Pfalz;Himmelfahrt/Pfingsten;2021-05-25;2021-06-02
Rheinland-Pfalz;Sommer;2021-07-19;2021-08-27
Saarland;Herbst;2020-10-12;2020-10-23
Saarland;Weihnachten;2020-12-21;2020-12-31
Saarland;Winter;2021-02-15;2021-02-19
Saarland;Ostern/Frühjahr;2021-03-29;2021-04-07
Saarland;Himmelfahrt/Pfingsten;2021-05-25;2021-05-28
Saarland;Sommer;2021-07-19;2021-08-27
Sachsen;Herbst;2020-10-19;2020-10-31
Sachsen;Weihnachten;2020-12-23;2021-01-02
Sachsen;Winter;2021-02-08;2021-02-20
Sachsen;Ostern/Frühjahr;2021-04-02;2021-04-10
Sachsen;Himmelfahrt/Pfingsten;2021-05-14;2021-05-14
Sachsen;Sommer;2021-07-26;2021-09-03
Sachsen-Anhalt;Herbst;2020-10-19;2020-10-24
Sachsen-Anhalt;Weihnachten;2020-12-21;2021-01-05
Sachsen-Anhalt;Winter;2021-02-08;2021-02-13
Sachsen-Anhalt;Ostern/Frühjahr;2021-03-29;2021-04-03
Sachsen-Anhalt;Himmelfahrt/Pfingsten;2021-05-10;2021-05-22
Sachsen-Anhalt;Sommer;2021-07-22;2021-09-01
Schleswig-Holstein;Herbst;2020-10-05;2020-10-17
Schleswig-Holstein;Weihnachten;2020-12-21;2021-01-06
Schleswig-Holstein;Ostern/Frühjahr;2021-04-01;2021-04-16
Schleswig-Holstein;Himmelfahrt/Pfingsten;2021-05-14;2021-05-15
Schleswig-Holstein;Sommer;2021-06-21;2021-07-31
Thüringen;Herbst;2020-10-17;2020-10-30
Thüringen;Weihnachten;2020-12-23;2021-01-02
Thüringen;Winter;2021-02-08;2021-02-13
Thüringen;Ostern/Frühjahr;2021-03-29;2021-04-10
Thüringen;Himmelfahrt/Pfingsten;2021-05-14;2021-05-14
Thüringen;Sommer;2021-07-26;2021-09-04
