date,name,issuer_type,issuer,note
03.10.00,Tag der Deutschen Einheit,BUND,BUND,
03.10.01,Tag der Deutschen Einheit,BUND,BUND,
03.10.02,Tag der Deutschen Einheit,BUND,BUND,
03.10.03,Tag der Deutschen Einheit,BUND,BUND,
03.10.04,Tag der Deutschen Einheit,BUND,BUND,
03.10.05,Tag der Deutschen Einheit,BUND,BUND,
03.10.06,Tag der Deutschen Einheit,BUND,BUND,
03.10.07,Tag der Deutschen Einheit,BUND,BUND,
03.10.08,Tag der Deutschen Einheit,BUND,BUND,
03.10.09,Tag der Deutschen Einheit,BUND,BUND,
03.10.10,Tag der Deutschen Einheit,BUND,BUND,
03.10.11,Tag der Deutschen Einheit,BUND,BUND,
03.10.12,Tag der Deutschen Einheit,BUND,BUND,
03.10.13,Tag der Deutschen Einheit,BUND,BUND,
03.10.14,Tag der Deutschen Einheit,BUND,BUND,
03.10.15,Tag der Deutschen Einheit,BUND,BUND,
03.10.16,Tag der Deutschen Einheit,BUND,BUND,
03.10.17,Tag der Deutschen Einheit,BUND,BUND,
03.10.18,Tag der Deutschen Einheit,BUND,BUND,
03.10.19,Tag der Deutschen Einheit,BUND,BUND,
03.10.20,Tag der Deutschen Einheit,BUND,BUND,
03.10.21,Tag der Deutschen Einheit,BUND,BUND,
03.10.22,Tag der Deutschen Einheit,BUND,BUND,
03.10.23,Tag der Deutschen Einheit,BUND,BUND,
03.10.24,Tag der Deutschen Einheit,BUND,BUND,
03.10.25,Tag der Deutschen Einheit,BUND,BUND,
03.10.26,Tag der Deutschen Einheit,BUND,BUND,
01.01.00,Neujahrstag,LAND,NRW,
01.01.01,Neujahrstag,LAND,NRW,
01.01.02,Neujahrstag,LAND,NRW,
01.01.03,Neujahrstag,LAND,NRW,
01.01.04,Neujahrstag,LAND,NRW,
01.01.05,Neujahrstag,LAND,NRW,
01.01.06,Neujahrstag,LAND,NRW,
01.01.07,Neujahrstag,LAND,NRW,
01.01.08,Neujahrstag,LAND,NRW,
01.01.09,Neujahrstag,LAND,NRW,
01.01.10,Neujahrstag,LAND,NRW,
01.01.11,Neujahrstag,LAND,NRW,
01.01.12,Neujahrstag,LAND,NRW,
01.01.13,Neujahrstag,LAND,NRW,
01.01.14,Neujahrstag,LAND,NRW,
01.01.15,Neujahrstag,LAND,NRW,
01.01.16,Neujahrstag,LAND,NRW,
01.01.17,Neujahrstag,LAND,NRW,
01.01.18,Neujahrstag,LAND,NRW,
01.01.19,Neujahrstag,LAND,NRW,
01.01.20,Neujahrstag,LAND,NRW,
01.01.21,Neujahrstag,LAND,NRW,
01.01.22,Neujahrstag,LAND,NRW,
01.01.23,Neujahrstag,LAND,NRW,
01.01.24,Neujahrstag,LAND,NRW,
01.01.25,Neujahrstag,LAND,NRW,
01.01.26,Neujahrstag,LAND,NRW,
21.04.00, Karfreitag,LAND,NRW,
24.04.00, Ostermontag,LAND,NRW,
01.06.00, Christi-Himmelfahrts-Tag,LAND,NRW,
12.06.00, Pfingstmontag,LAND,NRW,
22.06.00, Fronleichnamstag,LAND,NRW,
13.04.01, Karfreitag,LAND,NRW,
16.04.01, Ostermontag,LAND,NRW,
24.05.01, Christi-Himmelfahrts-Tag,LAND,NRW,
04.06.01, Pfingstmontag,LAND,NRW,
14.06.01, Fronleichnamstag,LAND,NRW,
29.03.02, Karfreitag,LAND,NRW,
01.04.02, Ostermontag,LAND,NRW,
09.05.02, Christi-Himmelfahrts-Tag,LAND,NRW,
20.05.02, Pfingstmontag,LAND,NRW,
30.05.02, Fronleichnamstag,LAND,NRW,
18.04.03, Karfreitag,LAND,NRW,
21.04.03, Ostermontag,LAND,NRW,
29.05.03, Christi-Himmelfahrts-Tag,LAND,NRW,
09.06.03, Pfingstmontag,LAND,NRW,
19.06.03, Fronleichnamstag,LAND,NRW,
09.04.04, Karfreitag,LAND,NRW,
12.04.04, Ostermontag,LAND,NRW,
20.05.04, Christi-Himmelfahrts-Tag,LAND,NRW,
31.05.04, Pfingstmontag,LAND,NRW,
10.06.04, Fronleichnamstag,LAND,NRW,
25.03.05, Karfreitag,LAND,NRW,
28.03.05, Ostermontag,LAND,NRW,
05.05.05, Christi-Himmelfahrts-Tag,LAND,NRW,
16.05.05, Pfingstmontag,LAND,NRW,
26.05.05, Fronleichnamstag,LAND,NRW,
14.04.06, Karfreitag,LAND,NRW,
17.04.06, Ostermontag,LAND,NRW,
25.05.06, Christi-Himmelfahrts-Tag,LAND,NRW,
05.06.06, Pfingstmontag,LAND,NRW,
15.06.06, Fronleichnamstag,LAND,NRW,
06.04.07, Karfreitag,LAND,NRW,
09.04.07, Ostermontag,LAND,NRW,
17.05.07, Christi-Himmelfahrts-Tag,LAND,NRW,
28.05.07, Pfingstmontag,LAND,NRW,
07.06.07, Fronleichnamstag,LAND,NRW,
21.03.08, Karfreitag,LAND,NRW,
24.03.08, Ostermontag,LAND,NRW,
01.05.08, Christi-Himmelfahrts-Tag,LAND,NRW,
12.05.08, Pfingstmontag,LAND,NRW,
22.05.08, Fronleichnamstag,LAND,NRW,
10.04.09, Karfreitag,LAND,NRW,
13.04.09, Ostermontag,LAND,NRW,
21.05.09, Christi-Himmelfahrts-Tag,LAND,NRW,
01.06.09, Pfingstmontag,LAND,NRW,
11.06.09, Fronleichnamstag,LAND,NRW,
02.04.10, Karfreitag,LAND,NRW,
05.04.10, Ostermontag,LAND,NRW,
13.05.10, Christi-Himmelfahrts-Tag,LAND,NRW,
24.05.10, Pfingstmontag,LAND,NRW,
03.06.10, Fronleichnamstag,LAND,NRW,
22.04.11, Karfreitag,LAND,NRW,
25.04.11, Ostermontag,LAND,NRW,
02.06.11, Christi-Himmelfahrts-Tag,LAND,NRW,
13.06.11, Pfingstmontag,LAND,NRW,
23.06.11, Fronleichnamstag,LAND,NRW,
06.04.12, Karfreitag,LAND,NRW,
09.04.12, Ostermontag,LAND,NRW,
17.05.12, Christi-Himmelfahrts-Tag,LAND,NRW,
28.05.12, Pfingstmontag,LAND,NRW,
07.06.12, Fronleichnamstag,LAND,NRW,
29.03.13, Karfreitag,LAND,NRW,
01.04.13, Ostermontag,LAND,NRW,
09.05.13, Christi-Himmelfahrts-Tag,LAND,NRW,
20.05.13, Pfingstmontag,LAND,NRW,
30.05.13, Fronleichnamstag,LAND,NRW,
18.04.14, Karfreitag,LAND,NRW,
21.04.14, Ostermontag,LAND,NRW,
29.05.14, Christi-Himmelfahrts-Tag,LAND,NRW,
09.06.14, Pfingstmontag,LAND,NRW,
19.06.14, Fronleichnamstag,LAND,NRW,
03.04.15, Karfreitag,LAND,NRW,
06.04.15, Ostermontag,LAND,NRW,
14.05.15, Christi-Himmelfahrts-Tag,LAND,NRW,
25.05.15, Pfingstmontag,LAND,NRW,
04.06.15, Fronleichnamstag,LAND,NRW,
25.03.16, Karfreitag,LAND,NRW,
28.03.16, Ostermontag,LAND,NRW,
05.05.16, Christi-Himmelfahrts-Tag,LAND,NRW,
16.05.16, Pfingstmontag,LAND,NRW,
26.05.16, Fronleichnamstag,LAND,NRW,
14.04.17, Karfreitag,LAND,NRW,
17.04.17, Ostermontag,LAND,NRW,
25.05.17, Christi-Himmelfahrts-Tag,LAND,NRW,
05.06.17, Pfingstmontag,LAND,NRW,
15.06.17, Fronleichnamstag,LAND,NRW,
30.03.18, Karfreitag,LAND,NRW,
02.04.18, Ostermontag,LAND,NRW,
10.05.18, Christi-Himmelfahrts-Tag,LAND,NRW,
21.05.18, Pfingstmontag,LAND,NRW,
31.05.18, Fronleichnamstag,LAND,NRW,
19.04.19, Karfreitag,LAND,NRW,
22.04.19, Ostermontag,LAND,NRW,
30.05.19, Christi-Himmelfahrts-Tag,LAND,NRW,
10.06.19, Pfingstmontag,LAND,NRW,
20.06.19, Fronleichnamstag,LAND,NRW,
10.04.20, Karfreitag,LAND,NRW,
13.04.20, Ostermontag,LAND,NRW,
21.05.20, Christi-Himmelfahrts-Tag,LAND,NRW,
01.06.20, Pfingstmontag,LAND,NRW,
11.06.20, Fronleichnamstag,LAND,NRW,
02.04.21, Karfreitag,LAND,NRW,
05.04.21, Ostermontag,LAND,NRW,
13.05.21, Christi-Himmelfahrts-Tag,LAND,NRW,
24.05.21, Pfingstmontag,LAND,NRW,
03.06.21, Fronleichnamstag,LAND,NRW,
15.04.22, Karfreitag,LAND,NRW,
18.04.22, Ostermontag,LAND,NRW,
26.05.22, Christi-Himmelfahrts-Tag,LAND,NRW,
06.06.22, Pfingstmontag,LAND,NRW,
16.06.22, Fronleichnamstag,LAND,NRW,
07.04.23, Karfreitag,LAND,NRW,
10.04.23, Ostermontag,LAND,NRW,
18.05.23, Christi-Himmelfahrts-Tag,LAND,NRW,
29.05.23, Pfingstmontag,LAND,NRW,
08.06.23, Fronleichnamstag,LAND,NRW,
29.03.24, Karfreitag,LAND,NRW,
01.04.24, Ostermontag,LAND,NRW,
09.05.24, Christi-Himmelfahrts-Tag,LAND,NRW,
20.05.24, Pfingstmontag,LAND,NRW,
30.05.24, Fronleichnamstag,LAND,NRW,
18.04.25, Karfreitag,LAND,NRW,
21.04.25, Ostermontag,LAND,NRW,
29.05.25, Christi-Himmelfahrts-Tag,LAND,NRW,
09.06.25, Pfingstmontag,LAND,NRW,
19.06.25, Fronleichnamstag,LAND,NRW,
03.04.26, Karfreitag,LAND,NRW,
06.04.26, Ostermontag,LAND,NRW,
14.05.26, Christi-Himmelfahrts-Tag,LAND,NRW,
25.05.26, Pfingstmontag,LAND,NRW,
04.06.26, Fronleichnamstag,LAND,NRW,
01.05.00,"Tag des Bekenntnisses zu Freiheit und Frieden, sozialer Gerechtigkeit, Völkerversöhnung und Menschenwürde",LAND,NRW,
01.05.01,"Tag des Bekenntnisses zu Freiheit und Frieden, sozialer Gerechtigkeit, Völkerversöhnung und Menschenwürde",LAND,NRW,
01.05.02,"Tag des Bekenntnisses zu Freiheit und Frieden, sozialer Gerechtigkeit, Völkerversöhnung und Menschenwürde",LAND,NRW,
01.05.03,"Tag des Bekenntnisses zu Freiheit und Frieden, sozialer Gerechtigkeit, Völkerversöhnung und Menschenwürde",LAND,NRW,
01.05.04,"Tag des Bekenntnisses zu Freiheit und Frieden, sozialer Gerechtigkeit, Völkerversöhnung und Menschenwürde",LAND,NRW,
01.05.05,"Tag des Bekenntnisses zu Freiheit und Frieden, sozialer Gerechtigkeit, Völkerversöhnung und Menschenwürde",LAND,NRW,
01.05.06,"Tag des Bekenntnisses zu Freiheit und Frieden, sozialer Gerechtigkeit, Völkerversöhnung und Menschenwürde",LAND,NRW,
01.05.07,"Tag des Bekenntnisses zu Freiheit und Frieden, sozialer Gerechtigkeit, Völkerversöhnung und Menschenwürde",LAND,NRW,
01.05.08,"Tag des Bekenntnisses zu Freiheit und Frieden, sozialer Gerechtigkeit, Völkerversöhnung und Menschenwürde",LAND,NRW,
01.05.09,"Tag des Bekenntnisses zu Freiheit und Frieden, sozialer Gerechtigkeit, Völkerversöhnung und Menschenwürde",LAND,NRW,
01.05.10,"Tag des Bekenntnisses zu Freiheit und Frieden, sozialer Gerechtigkeit, Völkerversöhnung und Menschenwürde",LAND,NRW,
01.05.11,"Tag des Bekenntnisses zu Freiheit und Frieden, sozialer Gerechtigkeit, Völkerversöhnung und Menschenwürde",LAND,NRW,
01.05.12,"Tag des Bekenntnisses zu Freiheit und Frieden, sozialer Gerechtigkeit, Völkerversöhnung und Menschenwürde",LAND,NRW,
01.05.13,"Tag des Bekenntnisses zu Freiheit und Frieden, sozialer Gerechtigkeit, Völkerversöhnung und Menschenwürde",LAND,NRW,
01.05.14,"Tag des Bekenntnisses zu Freiheit und Frieden, sozialer Gerechtigkeit, Völkerversöhnung und Menschenwürde",LAND,NRW,
01.05.15,"Tag des Bekenntnisses zu Freiheit und Frieden, sozialer Gerechtigkeit, Völkerversöhnung und Menschenwürde",LAND,NRW,
01.05.16,"Tag des Bekenntnisses zu Freiheit und Frieden, sozialer Gerechtigkeit, Völkerversöhnung und Menschenwürde",LAND,NRW,
01.05.17,"Tag des Bekenntnisses zu Freiheit und Frieden, sozialer Gerechtigkeit, Völkerversöhnung und Menschenwürde",LAND,NRW,
01.05.18,"Tag des Bekenntnisses zu Freiheit und Frieden, sozialer Gerechtigkeit, Völkerversöhnung und Menschenwürde",LAND,NRW,
01.05.19,"Tag des Bekenntnisses zu Freiheit und Frieden, sozialer Gerechtigkeit, Völkerversöhnung und Menschenwürde",LAND,NRW,
01.05.20,"Tag des Bekenntnisses zu Freiheit und Frieden, sozialer Gerechtigkeit, Völkerversöhnung und Menschenwürde",LAND,NRW,
01.05.21,"Tag des Bekenntnisses zu Freiheit und Frieden, sozialer Gerechtigkeit, Völkerversöhnung und Menschenwürde",LAND,NRW,
01.05.22,"Tag des Bekenntnisses zu Freiheit und Frieden, sozialer Gerechtigkeit, Völkerversöhnung und Menschenwürde",LAND,NRW,
01.05.23,"Tag des Bekenntnisses zu Freiheit und Frieden, sozialer Gerechtigkeit, Völkerversöhnung und Menschenwürde",LAND,NRW,
01.05.24,"Tag des Bekenntnisses zu Freiheit und Frieden, sozialer Gerechtigkeit, Völkerversöhnung und Menschenwürde",LAND,NRW,
01.05.25,"Tag des Bekenntnisses zu Freiheit und Frieden, sozialer Gerechtigkeit, Völkerversöhnung und Menschenwürde",LAND,NRW,
01.05.26,"Tag des Bekenntnisses zu Freiheit und Frieden, sozialer Gerechtigkeit, Völkerversöhnung und Menschenwürde",LAND,NRW,
01.11.00,Allerheiligentag,LAND,NRW,
01.11.01,Allerheiligentag,LAND,NRW,
01.11.02,Allerheiligentag,LAND,NRW,
01.11.03,Allerheiligentag,LAND,NRW,
01.11.04,Allerheiligentag,LAND,NRW,
01.11.05,Allerheiligentag,LAND,NRW,
01.11.06,Allerheiligentag,LAND,NRW,
01.11.07,Allerheiligentag,LAND,NRW,
01.11.08,Allerheiligentag,LAND,NRW,
01.11.09,Allerheiligentag,LAND,NRW,
01.11.10,Allerheiligentag,LAND,NRW,
01.11.11,Allerheiligentag,LAND,NRW,
01.11.12,Allerheiligentag,LAND,NRW,
01.11.13,Allerheiligentag,LAND,NRW,
01.11.14,Allerheiligentag,LAND,NRW,
01.11.15,Allerheiligentag,LAND,NRW,
01.11.16,Allerheiligentag,LAND,NRW,
01.11.17,Allerheiligentag,LAND,NRW,
01.11.18,Allerheiligentag,LAND,NRW,
01.11.19,Allerheiligentag,LAND,NRW,
01.11.20,Allerheiligentag,LAND,NRW,
01.11.21,Allerheiligentag,LAND,NRW,
01.11.22,Allerheiligentag,LAND,NRW,
01.11.23,Allerheiligentag,LAND,NRW,
01.11.24,Allerheiligentag,LAND,NRW,
01.11.25,Allerheiligentag,LAND,NRW,
01.11.26,Allerheiligentag,LAND,NRW,
25.12.00,1. Weihnachtstag,LAND,NRW,
25.12.01,1. Weihnachtstag,LAND,NRW,
25.12.02,1. Weihnachtstag,LAND,NRW,
25.12.03,1. Weihnachtstag,LAND,NRW,
25.12.04,1. Weihnachtstag,LAND,NRW,
25.12.05,1. Weihnachtstag,LAND,NRW,
25.12.06,1. Weihnachtstag,LAND,NRW,
25.12.07,1. Weihnachtstag,LAND,NRW,
25.12.08,1. Weihnachtstag,LAND,NRW,
25.12.09,1. Weihnachtstag,LAND,NRW,
25.12.10,1. Weihnachtstag,LAND,NRW,
25.12.11,1. Weihnachtstag,LAND,NRW,
25.12.12,1. Weihnachtstag,LAND,NRW,
25.12.13,1. Weihnachtstag,LAND,NRW,
25.12.14,1. Weihnachtstag,LAND,NRW,
25.12.15,1. Weihnachtstag,LAND,NRW,
25.12.16,1. Weihnachtstag,LAND,NRW,
25.12.17,1. Weihnachtstag,LAND,NRW,
25.12.18,1. Weihnachtstag,LAND,NRW,
25.12.19,1. Weihnachtstag,LAND,NRW,
25.12.20,1. Weihnachtstag,LAND,NRW,
25.12.21,1. Weihnachtstag,LAND,NRW,
25.12.22,1. Weihnachtstag,LAND,NRW,
25.12.23,1. Weihnachtstag,LAND,NRW,
25.12.24,1. Weihnachtstag,LAND,NRW,
25.12.25,1. Weihnachtstag,LAND,NRW,
25.12.26,1. Weihnachtstag,LAND,NRW,
26.12.00,2. Weihnachtstag,LAND,NRW,
26.12.01,2. Weihnachtstag,LAND,NRW,
26.12.02,2. Weihnachtstag,LAND,NRW,
26.12.03,2. Weihnachtstag,LAND,NRW,
26.12.04,2. Weihnachtstag,LAND,NRW,
26.12.05,2. Weihnachtstag,LAND,NRW,
26.12.06,2. Weihnachtstag,LAND,NRW,
26.12.07,2. Weihnachtstag,LAND,NRW,
26.12.08,2. Weihnachtstag,LAND,NRW,
26.12.09,2. Weihnachtstag,LAND,NRW,
26.12.10,2. Weihnachtstag,LAND,NRW,
26.12.11,2. Weihnachtstag,LAND,NRW,
26.12.12,2. Weihnachtstag,LAND,NRW,
26.12.13,2. Weihnachtstag,LAND,NRW,
26.12.14,2. Weihnachtstag,LAND,NRW,
26.12.15,2. Weihnachtstag,LAND,NRW,
26.12.16,2. Weihnachtstag,LAND,NRW,
26.12.17,2. Weihnachtstag,LAND,NRW,
26.12.18,2. Weihnachtstag,LAND,NRW,
26.12.19,2. Weihnachtstag,LAND,NRW,
26.12.20,2. Weihnachtstag,LAND,NRW,
26.12.21,2. Weihnachtstag,LAND,NRW,
26.12.22,2. Weihnachtstag,LAND,NRW,
26.12.23,2. Weihnachtstag,LAND,NRW,
26.12.24,2. Weihnachtstag,LAND,NRW,
26.12.25,2. Weihnachtstag,LAND,NRW,
26.12.26,2. Weihnachtstag,LAND,NRW,
31.10.17,500. Jahrestag der Reformation,LAND,NRW,
01.01.00,Neujahr,LAND,BW,
01.01.01,Neujahr,LAND,BW,
01.01.02,Neujahr,LAND,BW,
01.01.03,Neujahr,LAND,BW,
01.01.04,Neujahr,LAND,BW,
01.01.05,Neujahr,LAND,BW,
01.01.06,Neujahr,LAND,BW,
01.01.07,Neujahr,LAND,BW,
01.01.08,Neujahr,LAND,BW,
01.01.09,Neujahr,LAND,BW,
01.01.10,Neujahr,LAND,BW,
01.01.11,Neujahr,LAND,BW,
01.01.12,Neujahr,LAND,BW,
01.01.13,Neujahr,LAND,BW,
01.01.14,Neujahr,LAND,BW,
01.01.15,Neujahr,LAND,BW,
01.01.16,Neujahr,LAND,BW,
01.01.17,Neujahr,LAND,BW,
01.01.18,Neujahr,LAND,BW,
01.01.19,Neujahr,LAND,BW,
01.01.20,Neujahr,LAND,BW,
01.01.21,Neujahr,LAND,BW,
01.01.22,Neujahr,LAND,BW,
01.01.23,Neujahr,LAND,BW,
01.01.24,Neujahr,LAND,BW,
01.01.25,Neujahr,LAND,BW,
01.01.26,Neujahr,LAND,BW,
06.01.00,Erscheinungsfest,LAND,BW,
06.01.01,Erscheinungsfest,LAND,BW,
06.01.02,Erscheinungsfest,LAND,BW,
06.01.03,Erscheinungsfest,LAND,BW,
06.01.04,Erscheinungsfest,LAND,BW,
06.01.05,Erscheinungsfest,LAND,BW,
06.01.06,Erscheinungsfest,LAND,BW,
06.01.07,Erscheinungsfest,LAND,BW,
06.01.08,Erscheinungsfest,LAND,BW,
06.01.09,Erscheinungsfest,LAND,BW,
06.01.10,Erscheinungsfest,LAND,BW,
06.01.11,Erscheinungsfest,LAND,BW,
06.01.12,Erscheinungsfest,LAND,BW,
06.01.13,Erscheinungsfest,LAND,BW,
06.01.14,Erscheinungsfest,LAND,BW,
06.01.15,Erscheinungsfest,LAND,BW,
06.01.16,Erscheinungsfest,LAND,BW,
06.01.17,Erscheinungsfest,LAND,BW,
06.01.18,Erscheinungsfest,LAND,BW,
06.01.19,Erscheinungsfest,LAND,BW,
06.01.20,Erscheinungsfest,LAND,BW,
06.01.21,Erscheinungsfest,LAND,BW,
06.01.22,Erscheinungsfest,LAND,BW,
06.01.23,Erscheinungsfest,LAND,BW,
06.01.24,Erscheinungsfest,LAND,BW,
06.01.25,Erscheinungsfest,LAND,BW,
06.01.26,Erscheinungsfest,LAND,BW,
21.04.00, Karfreitag,LAND,BW,
24.04.00, Ostermontag,LAND,BW,
01.06.00,Christi Himmelfahrt,LAND,BW,
12.06.00, Pfingstmontag,LAND,BW,
22.06.00, Fronleichnam,LAND,BW,
13.04.01, Karfreitag,LAND,BW,
16.04.01, Ostermontag,LAND,BW,
24.05.01,Christi Himmelfahrt,LAND,BW,
04.06.01, Pfingstmontag,LAND,BW,
14.06.01, Fronleichnam,LAND,BW,
29.03.02, Karfreitag,LAND,BW,
01.04.02, Ostermontag,LAND,BW,
09.05.02,Christi Himmelfahrt,LAND,BW,
20.05.02, Pfingstmontag,LAND,BW,
30.05.02, Fronleichnam,LAND,BW,
18.04.03, Karfreitag,LAND,BW,
21.04.03, Ostermontag,LAND,BW,
29.05.03,Christi Himmelfahrt,LAND,BW,
09.06.03, Pfingstmontag,LAND,BW,
19.06.03, Fronleichnam,LAND,BW,
09.04.04, Karfreitag,LAND,BW,
12.04.04, Ostermontag,LAND,BW,
20.05.04,Christi Himmelfahrt,LAND,BW,
31.05.04, Pfingstmontag,LAND,BW,
10.06.04, Fronleichnam,LAND,BW,
25.03.05, Karfreitag,LAND,BW,
28.03.05, Ostermontag,LAND,BW,
05.05.05,Christi Himmelfahrt,LAND,BW,
16.05.05, Pfingstmontag,LAND,BW,
26.05.05, Fronleichnam,LAND,BW,
14.04.06, Karfreitag,LAND,BW,
17.04.06, Ostermontag,LAND,BW,
25.05.06,Christi Himmelfahrt,LAND,BW,
05.06.06, Pfingstmontag,LAND,BW,
15.06.06, Fronleichnam,LAND,BW,
06.04.07, Karfreitag,LAND,BW,
09.04.07, Ostermontag,LAND,BW,
17.05.07,Christi Himmelfahrt,LAND,BW,
28.05.07, Pfingstmontag,LAND,BW,
07.06.07, Fronleichnam,LAND,BW,
21.03.08, Karfreitag,LAND,BW,
24.03.08, Ostermontag,LAND,BW,
01.05.08,Christi Himmelfahrt,LAND,BW,
12.05.08, Pfingstmontag,LAND,BW,
22.05.08, Fronleichnam,LAND,BW,
10.04.09, Karfreitag,LAND,BW,
13.04.09, Ostermontag,LAND,BW,
21.05.09,Christi Himmelfahrt,LAND,BW,
01.06.09, Pfingstmontag,LAND,BW,
11.06.09, Fronleichnam,LAND,BW,
02.04.10, Karfreitag,LAND,BW,
05.04.10, Ostermontag,LAND,BW,
13.05.10,Christi Himmelfahrt,LAND,BW,
24.05.10, Pfingstmontag,LAND,BW,
03.06.10, Fronleichnam,LAND,BW,
22.04.11, Karfreitag,LAND,BW,
25.04.11, Ostermontag,LAND,BW,
02.06.11,Christi Himmelfahrt,LAND,BW,
13.06.11, Pfingstmontag,LAND,BW,
23.06.11, Fronleichnam,LAND,BW,
06.04.12, Karfreitag,LAND,BW,
09.04.12, Ostermontag,LAND,BW,
17.05.12,Christi Himmelfahrt,LAND,BW,
28.05.12, Pfingstmontag,LAND,BW,
07.06.12, Fronleichnam,LAND,BW,
29.03.13, Karfreitag,LAND,BW,
01.04.13, Ostermontag,LAND,BW,
09.05.13,Christi Himmelfahrt,LAND,BW,
20.05.13, Pfingstmontag,LAND,BW,
30.05.13, Fronleichnam,LAND,BW,
18.04.14, Karfreitag,LAND,BW,
21.04.14, Ostermontag,LAND,BW,
29.05.14,Christi Himmelfahrt,LAND,BW,
09.06.14, Pfingstmontag,LAND,BW,
19.06.14, Fronleichnam,LAND,BW,
03.04.15, Karfreitag,LAND,BW,
06.04.15, Ostermontag,LAND,BW,
14.05.15,Christi Himmelfahrt,LAND,BW,
25.05.15, Pfingstmontag,LAND,BW,
04.06.15, Fronleichnam,LAND,BW,
25.03.16, Karfreitag,LAND,BW,
28.03.16, Ostermontag,LAND,BW,
05.05.16,Christi Himmelfahrt,LAND,BW,
16.05.16, Pfingstmontag,LAND,BW,
26.05.16, Fronleichnam,LAND,BW,
14.04.17, Karfreitag,LAND,BW,
17.04.17, Ostermontag,LAND,BW,
25.05.17,Christi Himmelfahrt,LAND,BW,
05.06.17, Pfingstmontag,LAND,BW,
15.06.17, Fronleichnam,LAND,BW,
30.03.18, Karfreitag,LAND,BW,
02.04.18, Ostermontag,LAND,BW,
10.05.18,Christi Himmelfahrt,LAND,BW,
21.05.18, Pfingstmontag,LAND,BW,
31.05.18, Fronleichnam,LAND,BW,
19.04.19, Karfreitag,LAND,BW,
22.04.19, Ostermontag,LAND,BW,
30.05.19,Christi Himmelfahrt,LAND,BW,
10.06.19, Pfingstmontag,LAND,BW,
20.06.19, Fronleichnam,LAND,BW,
10.04.20, Karfreitag,LAND,BW,
13.04.20, Ostermontag,LAND,BW,
21.05.20,Christi Himmelfahrt,LAND,BW,
01.06.20, Pfingstmontag,LAND,BW,
11.06.20, Fronleichnam,LAND,BW,
02.04.21, Karfreitag,LAND,BW,
05.04.21, Ostermontag,LAND,BW,
13.05.21,Christi Himmelfahrt,LAND,BW,
24.05.21, Pfingstmontag,LAND,BW,
03.06.21, Fronleichnam,LAND,BW,
15.04.22, Karfreitag,LAND,BW,
18.04.22, Ostermontag,LAND,BW,
26.05.22,Christi Himmelfahrt,LAND,BW,
06.06.22, Pfingstmontag,LAND,BW,
16.06.22, Fronleichnam,LAND,BW,
07.04.23, Karfreitag,LAND,BW,
10.04.23, Ostermontag,LAND,BW,
18.05.23,Christi Himmelfahrt,LAND,BW,
29.05.23, Pfingstmontag,LAND,BW,
08.06.23, Fronleichnam,LAND,BW,
29.03.24, Karfreitag,LAND,BW,
01.04.24, Ostermontag,LAND,BW,
09.05.24,Christi Himmelfahrt,LAND,BW,
20.05.24, Pfingstmontag,LAND,BW,
30.05.24, Fronleichnam,LAND,BW,
18.04.25, Karfreitag,LAND,BW,
21.04.25, Ostermontag,LAND,BW,
29.05.25,Christi Himmelfahrt,LAND,BW,
09.06.25, Pfingstmontag,LAND,BW,
19.06.25, Fronleichnam,LAND,BW,
03.04.26, Karfreitag,LAND,BW,
06.04.26, Ostermontag,LAND,BW,
14.05.26,Christi Himmelfahrt,LAND,BW,
25.05.26, Pfingstmontag,LAND,BW,
04.06.26, Fronleichnam,LAND,BW,
01.05.00,1. Mai,LAND,BW,
01.05.01,1. Mai,LAND,BW,
01.05.02,1. Mai,LAND,BW,
01.05.03,1. Mai,LAND,BW,
01.05.04,1. Mai,LAND,BW,
01.05.05,1. Mai,LAND,BW,
01.05.06,1. Mai,LAND,BW,
01.05.07,1. Mai,LAND,BW,
01.05.08,1. Mai,LAND,BW,
01.05.09,1. Mai,LAND,BW,
01.05.10,1. Mai,LAND,BW,
01.05.11,1. Mai,LAND,BW,
01.05.12,1. Mai,LAND,BW,
01.05.13,1. Mai,LAND,BW,
01.05.14,1. Mai,LAND,BW,
01.05.15,1. Mai,LAND,BW,
01.05.16,1. Mai,LAND,BW,
01.05.17,1. Mai,LAND,BW,
01.05.18,1. Mai,LAND,BW,
01.05.19,1. Mai,LAND,BW,
01.05.20,1. Mai,LAND,BW,
01.05.21,1. Mai,LAND,BW,
01.05.22,1. Mai,LAND,BW,
01.05.23,1. Mai,LAND,BW,
01.05.24,1. Mai,LAND,BW,
01.05.25,1. Mai,LAND,BW,
01.05.26,1. Mai,LAND,BW,
01.11.00,Allerheiligen,LAND,BW,
01.11.01,Allerheiligen,LAND,BW,
01.11.02,Allerheiligen,LAND,BW,
01.11.03,Allerheiligen,LAND,BW,
01.11.04,Allerheiligen,LAND,BW,
01.11.05,Allerheiligen,LAND,BW,
01.11.06,Allerheiligen,LAND,BW,
01.11.07,Allerheiligen,LAND,BW,
01.11.08,Allerheiligen,LAND,BW,
01.11.09,Allerheiligen,LAND,BW,
01.11.10,Allerheiligen,LAND,BW,
01.11.11,Allerheiligen,LAND,BW,
01.11.12,Allerheiligen,LAND,BW,
01.11.13,Allerheiligen,LAND,BW,
01.11.14,Allerheiligen,LAND,BW,
01.11.15,Allerheiligen,LAND,BW,
01.11.16,Allerheiligen,LAND,BW,
